CustomerID,Tenure_Months,Contract_Type,Monthly_Charges,Total_Charges,Payment_Method,Tech_Support_Tickets,Internet_Service_Type,Paperless_Billing,Churn_Status
CUST-00318,8,Month-to-month,57.44,470.48,Bank transfer (automatic),0,DSL,No,No
CUST-00319,10,Month-to-month,76.09,769.01,Electronic check,2,DSL,No,No
CUST-00320,33,One year,22.52,722.88,Credit card (automatic),1,No,No,No
CUST-00321,26,One year,59.56,1531.21,Credit card (automatic),4,DSL,Yes,Yes
CUST-00322,30,Month-to-month,79.53,2432.21,Mailed check,2,Fiber optic,No,No
CUST-00323,17,Month-to-month,76.21,1269.93,Electronic check,1,DSL,Yes,Yes
CUST-00324,4,Month-to-month,23.2,94.98,Credit card (automatic),0,No,No,Yes
CUST-00325,34,Month-to-month,118.19,4056.30,Electronic check,3,Fiber optic,Yes,Yes
CUST-00326,29,Month-to-month,48.64,1425.35,Electronic check,0,DSL,No,No
CUST-00327,60,Two year,89.03,5228.25,Bank transfer (automatic),1,Fiber optic,Yes,No
CUST-00328,45,Month-to-month,86.22,3908.33,Electronic check,4,Fiber optic,Yes,Yes
CUST-00329,16,One year,86.19,1408.16,Bank transfer (automatic),2,Fiber optic,Yes,No
CUST-00330,28,Two year,71.6,1997.93,Mailed check,5,Fiber optic,Yes,No
CUST-00331,11,One year,22.29,238.39,Electronic check,1,No,Yes,Yes
CUST-00332,17,Month-to-month,99.68,1696.03,Bank transfer (automatic),3,Fiber optic,Yes,No
CUST-00333,19,One year,18.6,358.69,Bank transfer (automatic),0,No,No,No
CUST-00334,12,Two year,24.85,297.36,Bank transfer (automatic),0,No,No,No
CUST-00335,27,One year,19.76,528.94,Mailed check,2,No,Yes,No
CUST-00336,30,Two year,77.2,2359.62,Credit card (automatic),0,Fiber optic,Yes,No
CUST-00337,52,Two year,78.79,4031.32,Bank transfer (automatic),1,Fiber optic,Yes,No
CUST-00338,42,Month-to-month,90.56,3702.16,Bank transfer (automatic),1,Fiber optic,No,No
CUST-00339,48,Month-to-month,18.87,929.49,Mailed check,0,No,Yes,No
CUST-00340,54,Two year,110.16,5953.20,Credit card (automatic),2,Fiber optic,Yes,No
CUST-00341,37,Two year,67.25,2445.25,Credit card (automatic),3,DSL,No,No
CUST-00342,28,Month-to-month,59.69,1717.70,Bank transfer (automatic),0,DSL,No,Yes
CUST-00343,39,Month-to-month,22.0,881.49,Electronic check,1,No,Yes,No
CUST-00344,37,Month-to-month,21.3,803.37,Mailed check,1,No,Yes,No
CUST-00345,34,Two year,104.89,3595.20,Bank transfer (automatic),1,Fiber optic,Yes,No
CUST-00346,25,Month-to-month,77.2,1950.07,Credit card (automatic),1,DSL,Yes,No
CUST-00347,45,One year,96.98,4433.81,Electronic check,1,Fiber optic,Yes,Yes
CUST-00348,1,Two year,22.48,21.82,Bank transfer (automatic),0,No,No,No
CUST-00349,19,Month-to-month,95.46,1805.69,Electronic check,1,Fiber optic,No,No
CUST-00350,25,One year,114.37,2844.95,Mailed check,1,Fiber optic,No,No
CUST-00351,10,Month-to-month,65.64,657.48,Electronic check,0,DSL,Yes,No
CUST-00352,1,Month-to-month,112.63,111.27,Electronic check,3,Fiber optic,No,No
CUST-00353,13,One year,63.77,814.10,Bank transfer (automatic),0,DSL,Yes,No
CUST-00354,1,Month-to-month,104.04,101.42,Mailed check,1,Fiber optic,No,Yes
CUST-00355,14,Month-to-month,23.17,318.44,Electronic check,3,No,No,No
CUST-00356,50,One year,58.54,2960.16,Electronic check,2,DSL,No,No
CUST-00357,7,Month-to-month,76.69,536.62,Credit card (automatic),4,Fiber optic,Yes,No
CUST-00358,8,One year,57.86,474.83,Electronic check,2,DSL,Yes,No
CUST-00359,43,Two year,24.79,1047.27,Credit card (automatic),1,No,No,No
CUST-00360,1,Month-to-month,23.17,23.05,Bank transfer (automatic),4,No,Yes,Yes
CUST-00361,6,One year,76.84,454.78,Electronic check,3,DSL,No,No
CUST-00362,51,Month-to-month,20.34,1012.53,Credit card (automatic),1,No,No,No
CUST-00363,38,Two year,59.67,2207.78,Bank transfer (automatic),3,DSL,Yes,Yes
CUST-00364,7,Month-to-month,69.56,493.84,Electronic check,0,DSL,Yes,Yes
CUST-00365,32,Month-to-month,47.32,1558.22,Electronic check,1,DSL,Yes,No
CUST-00366,54,One year,74.8,4036.87,Electronic check,2,Fiber optic,Yes,No
CUST-00367,67,Month-to-month,106.7,6940.01,Electronic check,1,Fiber optic,Yes,Yes
CUST-00368,13,Month-to-month,102.43,1361.92,Electronic check,4,Fiber optic,Yes,No
CUST-00369,22,Month-to-month,60.0,1290.51,Mailed check,1,DSL,Yes,Yes
CUST-00370,48,Two year,44.93,2109.11,Bank transfer (automatic),1,DSL,Yes,No
CUST-00371,43,Two year,65.34,2738.15,Bank transfer (automatic),3,DSL,Yes,No
CUST-00372,49,Two year,102.59,4896.89,Electronic check,2,Fiber optic,No,No
CUST-00373,31,One year,84.65,2658.80,Electronic check,0,Fiber optic,No,No
CUST-00374,26,Month-to-month,74.38,1902.15,Electronic check,2,Fiber optic,Yes,Yes
CUST-00375,28,One year,60.85,1682.36,Mailed check,1,DSL,No,No
CUST-00376,6,Month-to-month,60.2,359.89,Credit card (automatic),2,DSL,No,No
CUST-00377,54,Two year,20.46,1090.60,Electronic check,2,No,No,No
CUST-00378,39,One year,97.49,3748.45,Electronic check,4,Fiber optic,No,Yes
CUST-00379,34,Month-to-month,64.65,2165.94,Credit card (automatic),1,DSL,No,No
CUST-00380,16,Month-to-month,76.08,1221.05,Bank transfer (automatic),1,DSL,Yes,No
CUST-00381,10,Month-to-month,24.05,238.25,Credit card (automatic),2,No,Yes,No
CUST-00382,3,Month-to-month,24.32,73.87,Bank transfer (automatic),3,No,No,No
CUST-00383,28,Two year,19.64,546.27,Bank transfer (automatic),1,No,Yes,No
CUST-00384,52,One year,59.18,3054.82,Credit card (automatic),2,DSL,No,No
CUST-00385,45,Two year,80.13,3688.71,Bank transfer (automatic),2,Fiber optic,Yes,Yes
CUST-00386,67,One year,49.31,3270.31,Bank transfer (automatic),0,DSL,No,No
CUST-00387,28,One year,94.64,2705.27,Electronic check,0,Fiber optic,No,No
CUST-00388,7,Month-to-month,20.35,144.98,Mailed check,1,No,Yes,No
CUST-00389,53,Month-to-month,80.46,4318.62,Bank transfer (automatic),1,Fiber optic,Yes,No
CUST-00390,60,One year,23.69,1405.02,Bank transfer (automatic),0,No,Yes,No
CUST-00391,7,Month-to-month,71.65,502.31,Mailed check,1,Fiber optic,No,Yes
CUST-00392,6,Month-to-month,69.88,407.99,Bank transfer (automatic),2,DSL,Yes,No
CUST-00393,58,Two year,75.21,4241.11,Electronic check,0,DSL,No,No
CUST-00394,10,Month-to-month,104.36,1021.77,Credit card (automatic),2,Fiber optic,Yes,Yes
CUST-00395,0,Month-to-month,79.41, ,Bank transfer (automatic),0,Fiber optic,Yes,Yes
CUST-00396,57,Month-to-month,23.77,1353.85,Credit card (automatic),2,No,No,No
CUST-00397,1,Month-to-month,94.47,96.32,Electronic check,1,Fiber optic,No,No
CUST-00398,46,Two year,23.03,1068.34,Credit card (automatic),5,No,No,Yes
CUST-00399,61,Two year,21.2,1287.60,Bank transfer (automatic),2,No,No,No
CUST-00400,57,Two year,49.43,2809.09,Electronic check,2,DSL,Yes,No
CUST-00401,19,Two year,43.33,847.53,Mailed check,2,DSL,No,No
CUST-00402,30,Month-to-month,23.81,709.51,Electronic check,0,No,Yes,No
CUST-00403,23,Month-to-month,90.8,2066.06,Electronic check,1,Fiber optic,No,No
CUST-00404,29,Two year,20.07,578.30,Electronic check,2,No,Yes,No
CUST-00405,39,Two year,100.37,4019.53,Electronic check,1,Fiber optic,No,No
CUST-00406,24,Two year,108.64,2539.24,Credit card (automatic),2,Fiber optic,Yes,No
CUST-00407,64,Month-to-month,22.22,1433.31,Credit card (automatic),1,No,No,No
CUST-00408,67,One year,107.12,7338.49,Mailed check,5,Fiber optic,Yes,Yes
CUST-00409,3,Month-to-month,86.51,259.84,Electronic check,0,Fiber optic,No,No
CUST-00410,29,Two year,66.27,1906.31,Electronic check,0,DSL,Yes,No
CUST-00411,54,Two year,100.03,5352.69,Bank transfer (automatic),2,Fiber optic,Yes,No
CUST-00412,16,Two year,78.45,1222.55,Electronic check,8,Fiber optic,Yes,Yes
CUST-00413,5,Month-to-month,106.0,531.15,Bank transfer (automatic),2,Fiber optic,Yes,Yes
CUST-00414,16,Month-to-month,107.06,1745.92,Credit card (automatic),2,Fiber optic,Yes,No
CUST-00415,32,One year,102.01,3313.68,Mailed check,1,Fiber optic,Yes,No
CUST-00416,12,Month-to-month,56.31,669.82,Mailed check,4,DSL,Yes,Yes
CUST-00417,6,Month-to-month,96.63,593.07,Electronic check,2,Fiber optic,Yes,Yes
CUST-00418,6,Month-to-month,91.36,536.63,Bank transfer (automatic),3,Fiber optic,No,No
CUST-00419,27,Month-to-month,42.61,1173.56,Electronic check,2,DSL,Yes,No
CUST-00420,17,One year,42.91,745.73,Mailed check,1,DSL,Yes,No
CUST-00421,1,One year,49.67,50.55,Electronic check,2,DSL,No,No
CUST-00422,64,Two year,114.51,7524.56,Electronic check,2,Fiber optic,Yes,No
CUST-00423,53,Month-to-month,100.78,5480.87,Credit card (automatic),0,Fiber optic,Yes,No
CUST-00424,17,Month-to-month,89.01,1469.38,Credit card (automatic),0,Fiber optic,Yes,Yes
CUST-00425,10,Month-to-month,64.6,646.52,Electronic check,0,DSL,Yes,No
CUST-00426,40,One year,18.73,733.12,Electronic check,1,No,No,No
CUST-00427,0,Month-to-month,46.3, ,Bank transfer (automatic),0,DSL,Yes,No
CUST-00428,14,Two year,73.94,1062.26,Credit card (automatic),3,Fiber optic,No,No
CUST-00429,33,Two year,24.38,804.67,Bank transfer (automatic),3,No,No,No
CUST-00430,1,Month-to-month,78.9,78.87,Credit card (automatic),1,DSL,Yes,Yes
CUST-00431,13,Month-to-month,50.64,663.74,Mailed check,3,DSL,No,Yes
CUST-00432,15,One year,21.87,321.57,Electronic check,0,No,No,Yes
CUST-00433,39,Two year,19.24,755.28,Credit card (automatic),0,No,Yes,No
CUST-00434,16,One year,112.99,1793.90,Mailed check,2,Fiber optic,No,Yes
CUST-00435,12,Month-to-month,48.17,579.49,Electronic check,3,DSL,Yes,Yes
CUST-00436,36,One year,95.59,3526.37,Bank transfer (automatic),1,Fiber optic,No,No
CUST-00437,3,Month-to-month,98.34,303.59,Electronic check,3,Fiber optic,Yes,Yes
CUST-00438,9,One year,93.43,822.50,Electronic check,0,Fiber optic,Yes,Yes
CUST-00439,21,Month-to-month,72.97,1525.58,Credit card (automatic),0,Fiber optic,Yes,No
CUST-00440,23,One year,67.45,1523.29,Electronic check,0,DSL,No,Yes
CUST-00441,1,One year,113.18,114.95,Bank transfer (automatic),0,Fiber optic,Yes,No
CUST-00442,9,Month-to-month,74.39,656.48,Bank transfer (automatic),2,Fiber optic,Yes,No
CUST-00443,39,Two year,105.49,4067.33,Credit card (automatic),1,Fiber optic,No,No
CUST-00444,12,One year,110.03,1329.17,Mailed check,1,Fiber optic,No,No
CUST-00445,4,Month-to-month,19.47,77.17,Bank transfer (automatic),1,No,No,Yes
CUST-00446,3,Month-to-month,25.71,76.90,Electronic check,0,No,Yes,No
CUST-00447,16,Two year,20.49,319.14,Mailed check,0,No,Yes,No
CUST-00448,37,Month-to-month,53.78,1986.18,Electronic check,3,DSL,Yes,Yes
CUST-00449,11,Month-to-month,63.15,695.09,Credit card (automatic),2,DSL,Yes,Yes
CUST-00450,61,Two year,24.39,1514.67,Electronic check,2,No,Yes,No
CUST-00451,2,Month-to-month,92.36,183.72,Electronic check,1,Fiber optic,No,Yes
CUST-00452,61,Month-to-month,96.61,5813.56,Bank transfer (automatic),3,Fiber optic,Yes,No
CUST-00453,35,Two year,100.08,3595.77,Bank transfer (automatic),1,Fiber optic,No,No
CUST-00454,48,Two year,108.64,5177.58,Credit card (automatic),2,Fiber optic,No,No
CUST-00455,65,Two year,66.04,4194.05,Bank transfer (automatic),0,DSL,Yes,No
CUST-00456,2,One year,19.52,39.79,Credit card (automatic),1,No,Yes,No
CUST-00457,21,One year,99.26,2037.13,Credit card (automatic),1,Fiber optic,No,No
CUST-00458,6,Month-to-month,80.38,481.68,Credit card (automatic),0,Fiber optic,No,No
CUST-00459,24,Month-to-month,91.25,2238.80,Electronic check,4,Fiber optic,Yes,Yes
CUST-00460,5,Month-to-month,24.74,125.89,Electronic check,2,No,No,Yes
CUST-00461,24,One year,19.18,465.34,Bank transfer (automatic),2,No,Yes,No
CUST-00462,40,One year,55.67,2234.31,Electronic check,2,DSL,Yes,Yes
CUST-00463,64,Two year,22.46,1465.86,Credit card (automatic),5,No,No,Yes
CUST-00464,40,Two year,112.45,4377.00,Bank transfer (automatic),2,Fiber optic,Yes,No
CUST-00465,22,Month-to-month,107.97,2442.76,Bank transfer (automatic),3,Fiber optic,Yes,No
CUST-00466,50,Two year,90.67,4399.33,Electronic check,1,Fiber optic,Yes,No
CUST-00467,54,Month-to-month,21.99,1188.82,Bank transfer (automatic),2,No,No,No
CUST-00468,20,Two year,73.3,1441.37,Electronic check,2,DSL,Yes,Yes
CUST-00469,7,Month-to-month,112.75,807.53,Mailed check,1,Fiber optic,Yes,No
CUST-00470,34,Month-to-month,95.77,3336.32,Electronic check,1,Fiber optic,No,Yes
CUST-00471,0,Month-to-month,79.71, ,Electronic check,1,Fiber optic,Yes,Yes
CUST-00472,32,One year,94.28,2972.62,Mailed check,1,Fiber optic,Yes,No
CUST-00473,51,Two year,76.24,3993.90,Credit card (automatic),0,DSL,No,No
CUST-00474,18,Month-to-month,22.83,415.97,Electronic check,1,No,Yes,No
CUST-00475,17,Month-to-month,24.05,418.66,Bank transfer (automatic),3,No,No,Yes
CUST-00476,8,Month-to-month,70.91,572.76,Mailed check,3,Fiber optic,Yes,Yes
CUST-00477,6,Month-to-month,65.59,405.00,Bank transfer (automatic),2,DSL,Yes,No
CUST-00478,9,Month-to-month,99.18,881.13,Bank transfer (automatic),2,Fiber optic,No,No
CUST-00479,59,Two year,93.01,5355.55,Bank transfer (automatic),0,Fiber optic,Yes,No
CUST-00480,11,Month-to-month,67.22,749.04,Credit card (automatic),2,DSL,No,No
CUST-00481,4,Month-to-month,24.73,99.27,Bank transfer (automatic),0,No,No,No
CUST-00482,40,Month-to-month,115.3,4702.13,Electronic check,3,Fiber optic,Yes,Yes
CUST-00483,9,Month-to-month,20.18,181.49,Electronic check,2,No,Yes,No
CUST-00484,36,Month-to-month,60.88,2246.37,Electronic check,1,DSL,No,No
CUST-00485,6,One year,53.47,320.93,Mailed check,2,DSL,Yes,Yes
CUST-00486,6,Month-to-month,90.41,553.54,Bank transfer (automatic),4,Fiber optic,Yes,Yes
CUST-00487,36,One year,60.66,2225.48,Credit card (automatic),0,DSL,No,No
CUST-00488,51,One year,108.28,5457.54,Bank transfer (automatic),1,Fiber optic,Yes,No
CUST-00489,7,One year,75.84,534.44,Mailed check,2,DSL,No,No
CUST-00490,47,Two year,63.88,2969.41,Credit card (automatic),1,DSL,No,Yes
CUST-00491,37,Two year,118.38,4395.69,Electronic check,2,Fiber optic,Yes,No
CUST-00492,7,Month-to-month,63.14,447.03,Electronic check,0,DSL,Yes,Yes
CUST-00493,6,Month-to-month,71.85,438.35,Electronic check,0,DSL,Yes,No
CUST-00494,3,Month-to-month,19.29,58.36,Credit card (automatic),2,No,No,Yes
CUST-00495,26,Month-to-month,18.31,489.33,Electronic check,1,No,Yes,No
CUST-00496,26,Month-to-month,71.32,1838.28,Credit card (automatic),0,Fiber optic,Yes,Yes
CUST-00497,2,Month-to-month,24.94,49.66,Bank transfer (automatic),2,No,No,No
CUST-00498,20,Month-to-month,45.22,907.31,Mailed check,3,DSL,Yes,Yes
CUST-00499,9,Month-to-month,22.85,207.01,Electronic check,2,No,Yes,No
CUST-00500,8,Month-to-month,63.48,507.94,Bank transfer (automatic),2,DSL,No,Yes
CUST-00501,27,Month-to-month,108.06,2881.00,Bank transfer (automatic),2,Fiber optic,No,Yes
CUST-00502,53,Two year,85.28,4443.31,Mailed check,2,Fiber optic,No,Yes
CUST-00503,53,One year,55.36,2963.88,Credit card (automatic),1,DSL,No,Yes
CUST-00504,1,One year,20.9,21.42,Electronic check,2,No,No,Yes
CUST-00505,29,Month-to-month,78.21,2318.33,Electronic check,2,Fiber optic,Yes,Yes
CUST-00506,25,Month-to-month,50.07,1259.11,Credit card (automatic),2,DSL,Yes,No
CUST-00507,28,Two year,79.63,2193.43,Bank transfer (automatic),2,Fiber optic,No,No
CUST-00508,1,Month-to-month,19.34,19.86,Mailed check,1,No,No,No
CUST-00509,3,Two year,24.03,71.78,Credit card (automatic),0,No,No,No
CUST-00510,5,Month-to-month,64.7,315.51,Credit card (automatic),1,DSL,Yes,No
CUST-00511,4,Month-to-month,97.75,395.01,Bank transfer (automatic),2,Fiber optic,No,No
CUST-00512,59,Month-to-month,67.13,4061.34,Bank transfer (automatic),2,DSL,No,Yes
CUST-00513,45,Month-to-month,20.84,918.68,Electronic check,1,No,Yes,Yes
CUST-00514,38,Two year,105.59,4025.92,Mailed check,3,Fiber optic,Yes,No
CUST-00515,2,Month-to-month,20.3,41.07,Electronic check,0,No,No,No
CUST-00516,49,Month-to-month,109.86,5261.04,Mailed check,2,Fiber optic,Yes,No
CUST-00517,31,One year,100.01,3077.87,Credit card (automatic),1,Fiber optic,Yes,No
CUST-00518,2,One year,72.41,146.07,Credit card (automatic),2,DSL,No,No
CUST-00519,11,Month-to-month,18.66,210.55,Bank transfer (automatic),1,No,Yes,No
CUST-00520,18,Month-to-month,111.11,1973.17,Credit card (automatic),1,Fiber optic,No,No
CUST-00521,3,Month-to-month,46.19,134.80,Credit card (automatic),2,DSL,No,Yes
CUST-00522,25,Month-to-month,23.26,588.03,Electronic check,1,No,Yes,No
CUST-00523,26,One year,50.8,1313.75,Credit card (automatic),2,DSL,Yes,No
CUST-00524,2,One year,72.28,148.16,Credit card (automatic),4,Fiber optic,Yes,Yes
CUST-00525,58,Two year,51.94,2963.42,Bank transfer (automatic),2,DSL,Yes,No
CUST-00526,19,Two year,21.27,393.82,Mailed check,0,No,Yes,No
CUST-00527,53,Two year,47.74,2558.36,Electronic check,2,DSL,No,No
CUST-00528,38,Month-to-month,74.86,2920.33,Electronic check,2,Fiber optic,Yes,Yes
CUST-00529,64,Month-to-month,78.67,5052.86,Mailed check,2,DSL,Yes,No
CUST-00530,38,One year,18.84,714.64,Credit card (automatic),2,No,Yes,No
CUST-00531,18,Two year,49.43,875.71,Electronic check,2,DSL,No,No
CUST-00532,42,Month-to-month,20.15,826.07,Bank transfer (automatic),1,No,No,No
CUST-00533,16,One year,85.46,1395.06,Electronic check,2,Fiber optic,No,No
CUST-00534,16,One year,76.4,1209.76,Electronic check,3,Fiber optic,Yes,No
CUST-00535,4,Month-to-month,110.94,433.96,Electronic check,3,Fiber optic,Yes,Yes
CUST-00536,31,Month-to-month,115.08,3547.32,Bank transfer (automatic),4,Fiber optic,No,Yes
CUST-00537,19,Month-to-month,96.76,1870.02,Credit card (automatic),2,Fiber optic,Yes,No
CUST-00538,29,Month-to-month,63.14,1826.85,Electronic check,2,DSL,No,Yes
CUST-00539,58,One year,78.67,4521.32,Electronic check,1,DSL,No,No
CUST-00540,31,Month-to-month,113.09,3458.10,Bank transfer (automatic),4,Fiber optic,No,Yes
CUST-00541,11,Month-to-month,21.31,234.27,Mailed check,1,No,Yes,No
CUST-00542,18,Month-to-month,107.0,1935.87,Bank transfer (automatic),2,Fiber optic,No,No
CUST-00543,9,Month-to-month,20.24,177.56,Electronic check,0,No,No,Yes
CUST-00544,26,One year,44.39,1154.59,Mailed check,1,DSL,No,No
CUST-00545,3,Month-to-month,71.08,207.99,Mailed check,0,Fiber optic,No,Yes
CUST-00546,11,Month-to-month,96.27,1049.13,Mailed check,0,Fiber optic,No,No
CUST-00547,2,Month-to-month,94.36,188.67,Electronic check,5,Fiber optic,No,Yes
CUST-00548,18,One year,19.38,347.94,Electronic check,1,No,Yes,Yes
CUST-00549,39,Month-to-month,111.59,4237.86,Bank transfer (automatic),2,Fiber optic,No,No
CUST-00550,3,Month-to-month,63.72,188.93,Bank transfer (automatic),1,DSL,Yes,Yes
CUST-00551,8,Two year,88.6,703.04,Electronic check,2,Fiber optic,Yes,Yes
CUST-00552,61,One year,94.66,5765.09,Bank transfer (automatic),1,Fiber optic,Yes,No
CUST-00553,3,One year,46.05,140.32,Credit card (automatic),1,DSL,Yes,No
CUST-00554,12,Two year,113.87,1329.08,Bank transfer (automatic),1,Fiber optic,Yes,Yes
CUST-00555,15,One year,84.16,1265.23,Electronic check,4,Fiber optic,No,No
CUST-00556,31,Month-to-month,78.51,2468.53,Electronic check,1,Fiber optic,Yes,Yes
CUST-00557,22,One year,58.0,1263.28,Credit card (automatic),2,DSL,No,Yes
CUST-00558,1,Month-to-month,83.71,83.03,Mailed check,3,Fiber optic,No,Yes
CUST-00559,36,Two year,20.56,742.07,Electronic check,2,No,Yes,No
CUST-00560,12,One year,72.51,895.28,Bank transfer (automatic),0,DSL,Yes,No
CUST-00561,4,One year,96.67,376.40,Credit card (automatic),3,Fiber optic,Yes,No
CUST-00562,0,Month-to-month,76.42, ,Bank transfer (automatic),2,DSL,No,No
CUST-00563,25,Month-to-month,77.09,1927.30,Electronic check,1,DSL,No,Yes
CUST-00564,27,Two year,25.69,688.31,Mailed check,0,No,Yes,No
CUST-00565,4,Month-to-month,76.41,309.40,Credit card (automatic),3,Fiber optic,Yes,No
CUST-00566,5,Month-to-month,75.15,365.73,Mailed check,3,DSL,Yes,Yes
CUST-00567,69,Two year,53.22,3640.13,Credit card (automatic),3,DSL,No,No
CUST-00568,20,Month-to-month,100.68,1953.33,Mailed check,4,Fiber optic,Yes,Yes
CUST-00569,12,One year,112.79,1354.66,Credit card (automatic),2,Fiber optic,No,No
CUST-00570,23,Month-to-month,45.88,1028.92,Mailed check,0,DSL,No,Yes
CUST-00571,22,Two year,19.39,435.27,Credit card (automatic),0,No,Yes,No
CUST-00572,68,One year,105.74,7347.61,Mailed check,0,Fiber optic,No,No
CUST-00573,14,One year,55.12,783.28,Mailed check,4,DSL,No,Yes
CUST-00574,1,One year,66.34,64.70,Bank transfer (automatic),0,DSL,Yes,No
CUST-00575,58,Two year,75.56,4321.21,Electronic check,3,Fiber optic,No,No
CUST-00576,6,Month-to-month,25.54,148.72,Electronic check,3,No,Yes,No
CUST-00577,35,One year,22.01,781.79,Credit card (automatic),0,No,Yes,Yes
CUST-00578,38,Two year,74.19,2880.02,Electronic check,2,DSL,Yes,No
CUST-00579,12,Month-to-month,67.07,807.50,Bank transfer (automatic),1,DSL,Yes,Yes
CUST-00580,18,Month-to-month,77.14,1421.61,Electronic check,2,DSL,No,Yes
CUST-00581,15,One year,97.81,1427.59,Mailed check,0,Fiber optic,No,No
CUST-00582,27,Month-to-month,53.65,1452.61,Bank transfer (automatic),3,DSL,No,Yes
CUST-00583,36,Month-to-month,99.91,3655.11,Electronic check,2,Fiber optic,Yes,Yes
CUST-00584,18,Month-to-month,25.73,472.55,Bank transfer (automatic),2,No,No,Yes
CUST-00585,21,Month-to-month,72.18,1477.76,Bank transfer (automatic),2,DSL,Yes,No
CUST-00586,8,Month-to-month,59.06,469.04,Credit card (automatic),4,DSL,Yes,Yes
CUST-00587,7,Two year,24.37,166.13,Electronic check,0,No,No,No
CUST-00588,29,Two year,23.52,686.47,Bank transfer (automatic),1,No,No,No
CUST-00589,7,Month-to-month,25.29,175.21,Electronic check,2,No,Yes,No
CUST-00590,33,One year,55.78,1888.64,Mailed check,3,DSL,Yes,No
CUST-00591,63,Two year,71.97,4479.66,Electronic check,1,Fiber optic,No,No
CUST-00592,23,One year,45.65,1051.13,Electronic check,1,DSL,No,No
CUST-00593,28,Two year,107.41,2945.33,Credit card (automatic),3,Fiber optic,Yes,Yes
